action_type,combined_shot_type,minutes_remaining,period,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range
Floating Jump shot,Jump Shot,10,3,5,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,9,3,37,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,3,53,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,7,3,26,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,3,52,17,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,3,3,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Slam Dunk Shot,Dunk,3,3,15,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,3,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,4,42,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,4,16,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,9,4,35,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,1,41,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,1,47,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,7,1,22,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Running Layup Shot,Layup,7,1,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Floating Jump shot,Jump Shot,6,1,25,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Layup Shot,Layup,6,1,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,1,10,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,1,1,36,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,2,0,20,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Layup Shot,Layup,6,2,30,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,2,57,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Turnaround Jump Shot,Jump Shot,10,3,16,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,7,3,55,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,0,3,2,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,4,42,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,4,13,18,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Turnaround Fadeaway shot,Jump Shot,10,1,22,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,8,1,57,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Layup Shot,Layup,8,1,26,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,1,11,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,2,1,7,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,1,1,7,18,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,42,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Bank Shot,Jump Shot,5,2,18,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,4,2,53,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,3,2,38,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,2,0,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,0,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,3,47,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,3,14,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,4,2,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,6,4,20,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,4,39,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,4,33,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Driving Layup Shot,Layup,2,4,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,4,36,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,19,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,6,1,31,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,11,2,30,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,2,20,21,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,2,52,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,2,50,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,2,24,23,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,3,2,10,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,2,4,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,3,39,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,9,3,21,29,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,3,46,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,7,3,11,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,3,25,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,4,3,49,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,4,3,32,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,3,8,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,2,3,20,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,4,33,8,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,1,4,32,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,26,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,9,1,26,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,10,2,14,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Pullup Bank shot,Bank Shot,9,2,47,14,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,6,2,52,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,2,54,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Reverse Layup Shot,Layup,1,2,55,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,2,16,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,11,3,40,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,10,3,24,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,3,25,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Pullup Jump shot,Jump Shot,5,3,32,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,2,3,9,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,3,2,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,11,4,10,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,4,29,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,4,55,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,4,20,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,6,4,39,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,4,29,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,4,18,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,2,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,1,34,20,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Running Bank shot,Bank Shot,8,1,15,8,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,5,1,48,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,1,44,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,1,47,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,1,0,23,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,5,2,53,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Bank Shot,Jump Shot,4,2,34,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,4,2,19,22,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,12,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,3,19,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,6,3,10,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,3,4,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,3,45,14,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,1,3,9,11,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,3,41,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Turnaround Jump Shot,Jump Shot,9,4,27,14,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,8,4,11,28,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,6,4,21,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Floating Jump shot,Jump Shot,4,4,33,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,4,52,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,4,59,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,35,23,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Running Layup Shot,Layup,10,1,14,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Floating Jump shot,Jump Shot,7,1,38,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Layup Shot,Layup,5,1,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,1,51,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Running Layup Shot,Layup,2,1,10,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,2,5,18,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,2,40,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Layup Shot,Layup,3,2,16,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Driving Layup Shot,Layup,1,2,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,3,10,22,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Floating Jump shot,Jump Shot,10,3,35,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Hook Shot,Jump Shot,7,3,7,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Alley Oop Dunk Shot,Dunk,2,3,11,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,11,4,21,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,9,4,12,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,4,16,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,2,4,33,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,4,45,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,3,28,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Layup Shot,Layup,5,1,20,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,1,1,27,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,1,1,4,8,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,5,2,55,11,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,2,59,22,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Pullup Jump shot,Jump Shot,3,2,51,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,2,0,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,2,0,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Driving Layup Shot,Layup,10,3,28,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,9,4,14,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Fadeaway Bank shot,Jump Shot,5,4,58,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Fadeaway Jump Shot,Jump Shot,5,4,21,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Turnaround Jump Shot,Jump Shot,3,4,55,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,1,4,35,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,4,12,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,4,52,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,28,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,1,13,21,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,1,8,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,1,29,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,2,32,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,2,33,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,2,6,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,2,0,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Floating Jump shot,Jump Shot,1,2,26,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,0,2,52,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,3,38,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,10,3,6,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,8,3,33,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,8,3,3,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Bank Shot,Jump Shot,4,3,29,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,3,3,39,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.
Fadeaway Jump Shot,Jump Shot,2,3,45,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,3,27,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,3,43,16,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,4,55,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,4,59,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Pullup Jump shot,Jump Shot,1,4,41,14,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,1,4,12,21,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Jump Bank Shot,Jump Shot,6,1,27,9,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,1,8,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,4,2,45,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Pullup Jump shot,Jump Shot,4,2,12,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,2,42,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,1,2,9,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,11,3,16,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.
Layup Shot,Layup,7,3,53,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,3,43,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,3,48,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Step Back Jump shot,Jump Shot,1,3,51,22,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,0,3,7,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,4,17,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Jump Shot,Jump Shot,4,4,33,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,3,4,48,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,1,4,56,10,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,0,4,11,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,3,28,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,4,1,12,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,1,1,11,23,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,8,2,32,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Running Jump Shot,Jump Shot,6,2,49,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,4,2,49,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Running Layup Shot,Layup,3,2,59,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,3,2,6,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,2,35,22,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,2,2,32,16,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,0,2,40,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,9,3,59,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,9,3,7,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Pullup Jump shot,Jump Shot,8,3,16,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Turnaround Jump Shot,Jump Shot,7,3,25,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Alley Oop Layup shot,Layup,6,3,48,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,6,3,10,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,5,3,22,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,10,4,10,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,9,4,22,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,30,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,12,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,4,6,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,11,1,43,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Driving Finger Roll Layup Shot,Layup,11,1,21,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,7,1,23,20,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Layup Shot,Layup,6,1,53,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,4,1,50,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,2,1,18,17,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Driving Finger Roll Layup Shot,Layup,1,1,35,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Tip Shot,Tip Shot,8,2,17,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Layup Shot,Layup,8,2,14,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,0,2,7,13,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.
Layup Shot,Layup,7,3,5,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,3,3,39,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,7,4,29,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.
Jump Shot,Jump Shot,4,4,58,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,4,16,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.
Layup Shot,Layup,3,4,38,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,8,1,18,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Layup Shot,Layup,8,1,8,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.
Jump Shot,Jump Shot,2,1,0,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,0,1,11,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.
Running Jump Shot,Jump Shot,11,2,37,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,7,2,40,20,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.
Jump Shot,Jump Shot,3,2,22,10,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.
Pullup Jump shot,Jump Shot,2,2,34,15,1,2PT Field Goal,Center(C),Mid-Range,8-16 ft.
Jump Shot,Jump Shot,1,2,55,23,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,10,3,34,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.
Jump Shot,Jump Shot,9,3,22,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
Running Jump Shot,Jump Shot,7,3,37,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,4,3,21,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.
Jump Shot,Jump Shot,3,3,8,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.
Jump Shot,Jump Shot,10,4,58,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.
Fadeaway Jump Shot,Jump Shot,5,4,22,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.
